,airline,airline_id,source,source_id,dest,dest_id,equipment
61986,VX,5331,BOS,3448,LAX,3484,319 320
61987,VX,5331,BOS,3448,SFO,3469,320
61990,VX,5331,DCA,3520,SFO,3469,320
61997,VX,5331,IAD,3714,LAX,3484,320 319
61998,VX,5331,IAD,3714,SFO,3469,319 320
61999,VX,5331,JFK,3797,LAS,3877,320
62000,VX,5331,JFK,3797,LAX,3484,320
62001,VX,5331,JFK,3797,SFO,3469,320
62002,VX,5331,LAS,3877,JFK,3797,320
62003,VX,5331,LAS,3877,LAX,3484,320
62004,VX,5331,LAS,3877,SFO,3469,320 319
62005,VX,5331,LAX,3484,BOS,3448,320 319
62010,VX,5331,LAX,3484,IAD,3714,320 319
62011,VX,5331,LAX,3484,JFK,3797,320
62012,VX,5331,LAX,3484,LAS,3877,320
62014,VX,5331,LAX,3484,ORD,3830,320
62016,VX,5331,LAX,3484,SEA,3577,319 320
62017,VX,5331,LAX,3484,SFO,3469,320 319
62021,VX,5331,ORD,3830,LAX,3484,320
62022,VX,5331,ORD,3830,SFO,3469,320
62028,VX,5331,SEA,3577,LAX,3484,320 319
62029,VX,5331,SEA,3577,SFO,3469,319 320
62031,VX,5331,SFO,3469,BOS,3448,320
62033,VX,5331,SFO,3469,DCA,3520,320
62037,VX,5331,SFO,3469,IAD,3714,320 319
62038,VX,5331,SFO,3469,JFK,3797,320
62039,VX,5331,SFO,3469,LAS,3877,319 320
62040,VX,5331,SFO,3469,LAX,3484,320 319
62042,VX,5331,SFO,3469,ORD,3830,320
62047,VX,5331,SFO,3469,SEA,3577,320 319
63564,WN,4547,BOS,3448,DEN,3751,73W
63568,WN,4547,BOS,3448,MDW,3747,73W 733
63706,WN,4547,DEN,3751,BOS,3448,73W
63718,WN,4547,DEN,3751,IAD,3714,73W
63721,WN,4547,DEN,3751,LAS,3877,73W 73C 73H 738
63722,WN,4547,DEN,3751,LAX,3484,733 73H 73C 73W
63723,WN,4547,DEN,3751,LGA,3697,73W
63726,WN,4547,DEN,3751,MDW,3747,73W 738
63728,WN,4547,DEN,3751,MSP,3858,73W 73H 733 73C
63743,WN,4547,DEN,3751,SEA,3577,73W 73H
63744,WN,4547,DEN,3751,SFO,3469,73W
63879,WN,4547,IAD,3714,DEN,3751,73W
63880,WN,4547,IAD,3714,MDW,3747,73W 73H
63925,WN,4547,LAS,3877,DEN,3751,73W 73H 73C 733 738
63936,WN,4547,LAS,3877,LAX,3484,73W 73C 733
63942,WN,4547,LAS,3877,MDW,3747,73H 73W 738
63958,WN,4547,LAS,3877,SEA,3577,73W 733 73C 73H
63959,WN,4547,LAS,3877,SFO,3469,733 73W 73H 73C
63973,WN,4547,LAX,3484,DEN,3751,73W 73C 733
63976,WN,4547,LAX,3484,LAS,3877,73W 733 738 73C 73H
63978,WN,4547,LAX,3484,MDW,3747,738 73H 73W
63985,WN,4547,LAX,3484,SFO,3469,73W 73C 733
63997,WN,4547,LGA,3697,DEN,3751,73W
63999,WN,4547,LGA,3697,MDW,3747,73H 73W
64085,WN,4547,MDW,3747,BOS,3448,73W
64092,WN,4547,MDW,3747,DEN,3751,73W 73H
64099,WN,4547,MDW,3747,IAD,3714,73W 73H
64103,WN,4547,MDW,3747,LAS,3877,73W 73H 738
64104,WN,4547,MDW,3747,LAX,3484,73W 73H
64105,WN,4547,MDW,3747,LGA,3697,73W 73H
64111,WN,4547,MDW,3747,MSP,3858,73W 73H
64130,WN,4547,MDW,3747,SEA,3577,73H 73W
64131,WN,4547,MDW,3747,SFO,3469,73W
64168,WN,4547,MSP,3858,DEN,3751,73W 73H 73C
64171,WN,4547,MSP,3858,MDW,3747,73W 73H
64417,WN,4547,SEA,3577,DEN,3751,73W 733 73C
64418,WN,4547,SEA,3577,LAS,3877,733 73H 73W
64419,WN,4547,SEA,3577,MDW,3747,73H 73W
64428,WN,4547,SFO,3469,DEN,3751,73C 73W
64429,WN,4547,SFO,3469,LAS,3877,73W 73C 733 73H
64430,WN,4547,SFO,3469,LAX,3484,733 73W 73C
64431,WN,4547,SFO,3469,MDW,3747,73W
